image,camera,participant_id,file_id,annotation_id,chunk_id,activity,obj_class,split,src_split,frame
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann50__ch1.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,50,1,opening_bottle,drink,train,test,22936
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann50__ch2.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,50,2,opening_bottle,drink,train,test,23026
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann50__ch3.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,50,3,opening_bottle,drink,train,test,23117
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann50__ch4.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,50,4,opening_bottle,drink,train,test,23209
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann50__ch5.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,50,5,opening_bottle,drink,train,test,23259
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann51__ch0.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,51,0,closing_bottle,drink,train,test,23282
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann55__ch0.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,55,0,opening_bottle,drink,train,test,24037
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann56__ch0.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,56,0,drinking,drink,train,test,24102
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann56__ch1.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,56,1,drinking,drink,train,test,24193
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann56__ch2.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,56,2,drinking,drink,train,test,24283
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann56__ch3.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,56,3,drinking,drink,train,test,24367
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann57__ch0.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,57,0,closing_bottle,drink,train,test,24450
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann57__ch1.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,57,1,closing_bottle,drink,train,test,24506
a_column_co_driver__run1b_2018-05-08-08-46-01.ids_2__vp3__ann80__ch1.jpg,a_column_co_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_2,80,1,eating,food,train,train,32141
a_column_co_driver__run1b_2018-05-23-16-19-17.ids_2__vp9__ann28__ch6.jpg,a_column_co_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_2,28,6,eating,food,test,train,10920
a_column_co_driver__run1_2018-05-24-13-44-01.ids_2__vp11__ann85__ch0.jpg,a_column_co_driver,11,vp11/run1_2018-05-24-13-44-01.ids_2,85,0,eating,food,train,test,31275
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann64__ch5.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,64,5,eating,food,train,train,24698
a_column_co_driver__run1_2018-05-23-13-16-52.ids_2__vp7__ann81__ch7.jpg,a_column_co_driver,7,vp7/run1_2018-05-23-13-16-52.ids_2,81,7,eating,food,val,train,25095
a_column_co_driver__run1_2018-05-24-13-44-01.ids_2__vp11__ann94__ch0.jpg,a_column_co_driver,11,vp11/run1_2018-05-24-13-44-01.ids_2,94,0,preparing_food,food,train,test,32575
a_column_co_driver__run2_2018-05-29-14-33-44.ids_2__vp1__ann41__ch5.jpg,a_column_co_driver,1,vp1/run2_2018-05-29-14-33-44.ids_2,41,5,eating,food,train,train,20234
a_column_co_driver__run2_2018-05-24-14-35-56.ids_2__vp11__ann77__ch0.jpg,a_column_co_driver,11,vp11/run2_2018-05-24-14-35-56.ids_2,77,0,eating,food,train,test,18763
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann58__ch28.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,58,28,eating,food,val,train,31562
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann28__ch3.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,28,3,eating,food,test,val,13703
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann32__ch0.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,32,0,eating,food,train,test,17765
a_column_co_driver__run2_2018-05-29-16-03-37.ids_2__vp3__ann78__ch3.jpg,a_column_co_driver,3,vp3/run2_2018-05-29-16-03-37.ids_2,78,3,eating,food,train,train,29916
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann49__ch2.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,49,2,eating,food,train,test,21115
a_column_co_driver__run2_2018-05-22-14-25-04.ids_2__vp4__ann104__ch9.jpg,a_column_co_driver,4,vp4/run2_2018-05-22-14-25-04.ids_2,104,9,eating,food,train,train,49086
a_column_co_driver__run2_2018-05-24-17-22-26.ids_2__vp2__ann38__ch3.jpg,a_column_co_driver,2,vp2/run2_2018-05-24-17-22-26.ids_2,38,3,eating,food,train,train,20108
a_column_co_driver__run1b_2018-05-23-16-19-17.ids_2__vp9__ann75__ch2.jpg,a_column_co_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_2,75,2,eating,food,test,train,19554
a_column_co_driver__run2_2018-05-22-14-25-04.ids_2__vp4__ann106__ch0.jpg,a_column_co_driver,4,vp4/run2_2018-05-22-14-25-04.ids_2,106,0,eating,food,train,train,49175
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann34__ch2.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,34,2,eating,food,train,test,18423
a_column_co_driver__run1_2018-05-24-15-44-28.ids_2__vp12__ann42__ch14.jpg,a_column_co_driver,12,vp12/run1_2018-05-24-15-44-28.ids_2,42,14,eating,food,train,train,19650
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann53__ch3.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,53,3,eating,food,train,test,25293
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann49__ch14.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,49,14,eating,food,train,test,22188
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann58__ch25.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,58,25,eating,food,val,train,31293
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann58__ch17.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,58,17,eating,food,val,train,30574
a_column_co_driver__run1_2018-05-24-13-44-01.ids_2__vp11__ann82__ch2.jpg,a_column_co_driver,11,vp11/run1_2018-05-24-13-44-01.ids_2,82,2,eating,food,train,test,31095
a_column_co_driver__run2_2018-05-24-14-35-56.ids_2__vp11__ann70__ch5.jpg,a_column_co_driver,11,vp11/run2_2018-05-24-14-35-56.ids_2,70,5,eating,food,train,test,17678
a_column_co_driver__run1_2018-05-29-15-21-10.ids_2__vp13__ann39__ch9.jpg,a_column_co_driver,13,vp13/run1_2018-05-29-15-21-10.ids_2,39,9,eating,food,train,test,22480
a_column_co_driver__run1_2018-05-24-15-44-28.ids_2__vp12__ann42__ch9.jpg,a_column_co_driver,12,vp12/run1_2018-05-24-15-44-28.ids_2,42,9,eating,food,train,train,19202
a_column_co_driver__run1_2018-05-30-13-05-35.ids_2__vp15__ann18__ch2.jpg,a_column_co_driver,15,vp15/run1_2018-05-30-13-05-35.ids_2,18,2,eating,food,train,val,9335
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann105__ch0.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,105,0,eating,food,train,test,40975
a_column_co_driver__run2_2018-05-23-15-30-27.ids_2__vp8__ann69__ch5.jpg,a_column_co_driver,8,vp8/run2_2018-05-23-15-30-27.ids_2,69,5,eating,food,val,train,20988
a_column_co_driver__run2_2018-05-23-15-30-27.ids_2__vp8__ann15__ch0.jpg,a_column_co_driver,8,vp8/run2_2018-05-23-15-30-27.ids_2,15,0,preparing_food,food,val,train,7302
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann49__ch11.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,49,11,eating,food,train,test,21920
a_column_co_driver__run1_2018-05-24-13-14-41.ids_2__vp10__ann90__ch1.jpg,a_column_co_driver,10,vp10/run1_2018-05-24-13-14-41.ids_2,90,1,eating,food,train,train,28999
a_column_co_driver__run1_2018-05-30-13-05-35.ids_2__vp15__ann12__ch2.jpg,a_column_co_driver,15,vp15/run1_2018-05-30-13-05-35.ids_2,12,2,eating,food,train,val,8670
a_column_co_driver__run1_2018-05-29-15-21-10.ids_2__vp13__ann39__ch5.jpg,a_column_co_driver,13,vp13/run1_2018-05-29-15-21-10.ids_2,39,5,eating,food,train,test,22121
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann93__ch33.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,93,33,eating,food,test,val,37285
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann85__ch16.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,85,16,eating,food,train,train,34684
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann99__ch8.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,99,8,eating,food,train,train,39955
a_column_co_driver__run2_2018-05-30-13-34-33.ids_2__vp15__ann20__ch2.jpg,a_column_co_driver,15,vp15/run2_2018-05-30-13-34-33.ids_2,20,2,eating,food,train,val,11077
a_column_co_driver__run2_2018-05-22-14-25-04.ids_2__vp4__ann11__ch4.jpg,a_column_co_driver,4,vp4/run2_2018-05-22-14-25-04.ids_2,11,4,eating,food,train,train,12095
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann78__ch3.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,78,3,eating,food,test,val,30720
a_column_co_driver__run1_2018-05-22-13-28-51.ids_2__vp4__ann100__ch0.jpg,a_column_co_driver,4,vp4/run1_2018-05-22-13-28-51.ids_2,100,0,eating,food,train,train,45225
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann105__ch15.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,105,15,eating,food,train,test,42287
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann64__ch0.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,64,0,eating,food,train,train,24252
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann58__ch9.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,58,9,eating,food,val,train,29853
a_column_co_driver__run2_2018-05-24-14-35-56.ids_2__vp11__ann77__ch7.jpg,a_column_co_driver,11,vp11/run2_2018-05-24-14-35-56.ids_2,77,7,eating,food,train,test,19393
a_column_co_driver__run2_2018-05-23-15-30-27.ids_2__vp8__ann15__ch1.jpg,a_column_co_driver,8,vp8/run2_2018-05-23-15-30-27.ids_2,15,1,preparing_food,food,val,train,7359
a_column_co_driver__run1b_2018-05-08-08-46-01.ids_2__vp3__ann70__ch7.jpg,a_column_co_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_2,70,7,eating,food,train,train,30878
a_column_co_driver__run1_2018-05-30-13-05-35.ids_2__vp15__ann12__ch0.jpg,a_column_co_driver,15,vp15/run1_2018-05-30-13-05-35.ids_2,12,0,eating,food,train,val,8488
a_column_co_driver__run1_2018-05-24-15-44-28.ids_2__vp12__ann42__ch10.jpg,a_column_co_driver,12,vp12/run1_2018-05-24-15-44-28.ids_2,42,10,eating,food,train,train,19291
a_column_co_driver__run1_2018-05-24-13-14-41.ids_2__vp10__ann16__ch3.jpg,a_column_co_driver,10,vp10/run1_2018-05-24-13-14-41.ids_2,16,3,eating,food,train,train,9758
a_column_co_driver__run1_2018-05-23-13-16-52.ids_2__vp7__ann60__ch5.jpg,a_column_co_driver,7,vp7/run1_2018-05-23-13-16-52.ids_2,60,5,eating,food,val,train,19923
a_column_co_driver__run2_2018-05-23-15-30-27.ids_2__vp8__ann26__ch9.jpg,a_column_co_driver,8,vp8/run2_2018-05-23-15-30-27.ids_2,26,9,eating,food,val,train,10249
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann86__ch0.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,86,0,eating,food,test,val,34510
a_column_co_driver__run1_2018-05-23-13-16-52.ids_2__vp7__ann60__ch4.jpg,a_column_co_driver,7,vp7/run1_2018-05-23-13-16-52.ids_2,60,4,eating,food,val,train,19833
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann78__ch7.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,78,7,eating,food,test,val,31044
a_column_co_driver__run1b_2018-05-08-08-46-01.ids_2__vp3__ann70__ch3.jpg,a_column_co_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_2,70,3,eating,food,train,train,30518
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann127__ch2.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,127,2,eating,food,train,test,47893
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann93__ch26.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,93,26,eating,food,test,val,36656
a_column_co_driver__run2_2018-05-29-14-33-44.ids_2__vp1__ann40__ch0.jpg,a_column_co_driver,1,vp1/run2_2018-05-29-14-33-44.ids_2,40,0,preparing_food,food,train,train,19671
a_column_co_driver__run1_2018-05-24-13-14-41.ids_2__vp10__ann92__ch10.jpg,a_column_co_driver,10,vp10/run1_2018-05-24-13-14-41.ids_2,92,10,eating,food,train,train,32386
a_column_co_driver__run1_2018-05-23-13-16-52.ids_2__vp7__ann81__ch13.jpg,a_column_co_driver,7,vp7/run1_2018-05-23-13-16-52.ids_2,81,13,eating,food,val,train,25639
a_column_co_driver__run1_2018-05-24-15-44-28.ids_2__vp12__ann65__ch1.jpg,a_column_co_driver,12,vp12/run1_2018-05-24-15-44-28.ids_2,65,1,eating,food,train,train,29518
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann90__ch19.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,90,19,eating,food,test,val,39851
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann16__ch4.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,16,4,eating,food,test,val,10901
a_column_co_driver__run1_2018-05-30-13-05-35.ids_2__vp15__ann11__ch1.jpg,a_column_co_driver,15,vp15/run1_2018-05-30-13-05-35.ids_2,11,1,preparing_food,food,train,val,8377
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann93__ch2.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,93,2,eating,food,test,val,34499
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann78__ch2.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,78,2,eating,food,val,train,37367
a_column_co_driver__run2_2018-05-24-14-35-56.ids_2__vp11__ann62__ch0.jpg,a_column_co_driver,11,vp11/run2_2018-05-24-14-35-56.ids_2,62,0,preparing_food,food,train,test,16357
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann48__ch1.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,48,1,eating,food,train,test,21364
a_column_co_driver__run1_2018-05-24-13-14-41.ids_2__vp10__ann90__ch11.jpg,a_column_co_driver,10,vp10/run1_2018-05-24-13-14-41.ids_2,90,11,eating,food,train,train,29895
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann90__ch4.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,90,4,eating,food,test,val,38500
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann78__ch4.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,78,4,eating,food,test,val,30810
a_column_co_driver__run2_2018-05-24-14-35-56.ids_2__vp11__ann77__ch9.jpg,a_column_co_driver,11,vp11/run2_2018-05-24-14-35-56.ids_2,77,9,eating,food,train,test,19551
a_column_co_driver__run1_2018-05-24-13-44-01.ids_2__vp11__ann85__ch4.jpg,a_column_co_driver,11,vp11/run1_2018-05-24-13-44-01.ids_2,85,4,eating,food,train,test,31607
a_column_co_driver__run1_2018-05-30-13-05-35.ids_2__vp15__ann11__ch0.jpg,a_column_co_driver,15,vp15/run1_2018-05-30-13-05-35.ids_2,11,0,preparing_food,food,train,val,8287
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann90__ch17.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,90,17,eating,food,test,val,39668
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann93__ch17.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,93,17,eating,food,test,val,35850
a_column_co_driver__run1b_2018-05-08-08-46-01.ids_2__vp3__ann80__ch3.jpg,a_column_co_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_2,80,3,eating,food,train,train,32322
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann85__ch14.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,85,14,eating,food,train,train,34504
a_column_co_driver__run2_2018-05-24-17-22-26.ids_2__vp2__ann38__ch8.jpg,a_column_co_driver,2,vp2/run2_2018-05-24-17-22-26.ids_2,38,8,eating,food,train,train,20563
a_column_co_driver__run1_2018-05-24-13-14-41.ids_2__vp10__ann90__ch2.jpg,a_column_co_driver,10,vp10/run1_2018-05-24-13-14-41.ids_2,90,2,eating,food,train,train,29088
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann90__ch22.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,90,22,eating,food,test,val,40122
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann93__ch16.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,93,16,eating,food,test,val,35762
a_column_co_driver__run1b_2018-05-23-16-19-17.ids_2__vp9__ann25__ch0.jpg,a_column_co_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_2,25,0,preparing_food,food,test,train,9988
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann90__ch35.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,90,35,eating,food,test,val,41254
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann49__ch31.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,49,31,eating,food,train,test,23717
a_column_co_driver__run1_2018-05-24-13-14-41.ids_2__vp10__ann21__ch0.jpg,a_column_co_driver,10,vp10/run1_2018-05-24-13-14-41.ids_2,21,0,eating,food,train,train,10941
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann93__ch25.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,93,25,eating,food,test,val,36565
a_column_co_driver__run1_2018-05-22-13-28-51.ids_2__vp4__ann24__ch3.jpg,a_column_co_driver,4,vp4/run1_2018-05-22-13-28-51.ids_2,24,3,eating,food,train,train,16390
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann78__ch2.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,78,2,eating,food,test,val,30631
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann86__ch5.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,86,5,eating,food,test,val,34955
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann104__ch4.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,104,4,eating,food,test,val,40730
a_column_co_driver__run1b_2018-05-23-16-19-17.ids_2__vp9__ann23__ch1.jpg,a_column_co_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_2,23,1,preparing_food,food,test,train,9760
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann86__ch16.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,86,16,eating,food,test,val,35952
a_column_co_driver__run2_2018-05-23-15-30-27.ids_2__vp8__ann69__ch6.jpg,a_column_co_driver,8,vp8/run2_2018-05-23-15-30-27.ids_2,69,6,eating,food,val,train,21078
a_column_co_driver__run2_2018-05-24-14-35-56.ids_2__vp11__ann63__ch0.jpg,a_column_co_driver,11,vp11/run2_2018-05-24-14-35-56.ids_2,63,0,eating,food,train,test,16541
a_column_co_driver__run2_2018-05-23-15-30-27.ids_2__vp8__ann26__ch6.jpg,a_column_co_driver,8,vp8/run2_2018-05-23-15-30-27.ids_2,26,6,eating,food,val,train,10006
a_column_co_driver__run2_2018-05-22-14-25-04.ids_2__vp4__ann106__ch2.jpg,a_column_co_driver,4,vp4/run2_2018-05-22-14-25-04.ids_2,106,2,eating,food,train,train,49330
a_column_co_driver__run1b_2018-05-08-08-46-01.ids_2__vp3__ann70__ch0.jpg,a_column_co_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_2,70,0,eating,food,train,train,30247
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann16__ch0.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,16,0,eating,food,test,val,10537
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann86__ch9.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,86,9,eating,food,test,val,35320
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann15__ch1.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,15,1,preparing_food,food,train,train,8700
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann15__ch2.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,15,2,preparing_food,food,train,train,8791
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann16__ch1.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,16,1,eating,food,test,val,10628
a_column_co_driver__run1_2018-05-24-15-44-28.ids_2__vp12__ann40__ch1.jpg,a_column_co_driver,12,vp12/run1_2018-05-24-15-44-28.ids_2,40,1,eating,food,train,train,17930
a_column_co_driver__run1b_2018-05-08-08-46-01.ids_2__vp3__ann70__ch6.jpg,a_column_co_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_2,70,6,eating,food,train,train,30788
a_column_co_driver__run1b_2018-05-23-16-19-17.ids_2__vp9__ann54__ch3.jpg,a_column_co_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_2,54,3,eating,food,test,train,17656
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann78__ch8.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,78,8,eating,food,val,train,37907
a_column_co_driver__run1_2018-05-23-10-21-45.ids_2__vp6__ann85__ch2.jpg,a_column_co_driver,6,vp6/run1_2018-05-23-10-21-45.ids_2,85,2,eating,food,train,train,42263
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann86__ch12.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,86,12,eating,food,test,val,35593
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann17__ch8.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,17,8,eating,food,train,train,9890
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann58__ch32.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,58,32,eating,food,val,train,31919
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann90__ch33.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,90,33,eating,food,test,val,41110
a_column_co_driver__run1_2018-05-24-15-44-28.ids_2__vp12__ann65__ch7.jpg,a_column_co_driver,12,vp12/run1_2018-05-24-15-44-28.ids_2,65,7,eating,food,train,train,30057
a_column_co_driver__run2_2018-05-24-14-08-46.ids_2__vp10__ann101__ch0.jpg,a_column_co_driver,10,vp10/run2_2018-05-24-14-08-46.ids_2,101,0,eating,food,train,train,35002
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann78__ch18.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,78,18,eating,food,val,train,38815
a_column_co_driver__run1_2018-05-24-13-14-41.ids_2__vp10__ann90__ch25.jpg,a_column_co_driver,10,vp10/run1_2018-05-24-13-14-41.ids_2,90,25,eating,food,train,train,31147
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann51__ch9.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,51,9,eating,food,train,test,24875
a_column_co_driver__run1_2018-05-22-13-28-51.ids_2__vp4__ann100__ch3.jpg,a_column_co_driver,4,vp4/run1_2018-05-22-13-28-51.ids_2,100,3,eating,food,train,train,45484
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann90__ch30.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,90,30,eating,food,test,val,40842
a_column_co_driver__run1b_2018-05-23-16-19-17.ids_2__vp9__ann32__ch2.jpg,a_column_co_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_2,32,2,eating,food,test,train,11959
a_column_co_driver__run1_2018-05-23-10-21-45.ids_2__vp6__ann80__ch4.jpg,a_column_co_driver,6,vp6/run1_2018-05-23-10-21-45.ids_2,80,4,eating,food,train,train,41128
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann93__ch34.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,93,34,eating,food,test,val,37375
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann48__ch11.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,48,11,eating,food,train,test,22264
a_column_co_driver__run1_2018-05-24-15-44-28.ids_2__vp12__ann42__ch18.jpg,a_column_co_driver,12,vp12/run1_2018-05-24-15-44-28.ids_2,42,18,eating,food,train,train,20008
a_column_co_driver__run1b_2018-05-08-08-46-01.ids_2__vp3__ann80__ch7.jpg,a_column_co_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_2,80,7,eating,food,train,train,32682
a_column_co_driver__run2_2018-05-23-15-30-27.ids_2__vp8__ann71__ch2.jpg,a_column_co_driver,8,vp8/run2_2018-05-23-15-30-27.ids_2,71,2,eating,food,val,train,21845
