image,camera,participant_id,file_id,annotation_id,chunk_id,activity,group,src_split,frame
ceiling__run2_2018-05-24-14-35-56.ids_3__vp11__ann70__ch0.jpg,ceiling,11,vp11/run2_2018-05-24-14-35-56.ids_3,70,0,eating,drink,test,17228
ceiling__run1_2018-05-24-13-14-41.ids_3__vp10__ann90__ch28.jpg,ceiling,10,vp10/run1_2018-05-24-13-14-41.ids_3,90,28,eating,drink,train,31444
ceiling__run1_2018-05-29-15-21-10.ids_3__vp13__ann45__ch2.jpg,ceiling,13,vp13/run1_2018-05-29-15-21-10.ids_3,45,2,opening_bottle,drink,test,24750
ceiling__run2b_2018-05-23-13-54-07.ids_3__vp7__ann37__ch0.jpg,ceiling,7,vp7/run2b_2018-05-23-13-54-07.ids_3,37,0,drinking,drink,train,14477
ceiling__run1_2018-05-24-13-14-41.ids_3__vp10__ann90__ch22.jpg,ceiling,10,vp10/run1_2018-05-24-13-14-41.ids_3,90,22,eating,drink,train,30949
ceiling__run1_2018-05-30-10-11-09.ids_3__vp14__ann28__ch0.jpg,ceiling,14,vp14/run1_2018-05-30-10-11-09.ids_3,28,0,eating,drink,val,13469
ceiling__run1b_2018-05-08-08-46-01.ids_3__vp3__ann80__ch11.jpg,ceiling,3,vp3/run1b_2018-05-08-08-46-01.ids_3,80,11,eating,drink,train,33063
ceiling__run1_2018-05-22-15-10-41.ids_3__vp5__ann33__ch1.jpg,ceiling,5,vp5/run1_2018-05-22-15-10-41.ids_3,33,1,opening_bottle,drink,test,18033
ceiling__run2_2018-05-24-17-22-26.ids_3__vp2__ann82__ch6.jpg,ceiling,2,vp2/run2_2018-05-24-17-22-26.ids_3,82,6,talking_on_phone,phone,train,38292
ceiling__run1_2018-05-22-15-10-41.ids_3__vp5__ann81__ch2.jpg,ceiling,5,vp5/run1_2018-05-22-15-10-41.ids_3,81,2,talking_on_phone,phone,test,32809
ceiling__run2_2018-05-29-16-03-37.ids_3__vp3__ann33__ch5.jpg,ceiling,3,vp3/run2_2018-05-29-16-03-37.ids_3,33,5,interacting_with_phone,phone,train,16567
ceiling__run2_2018-05-30-13-34-33.ids_3__vp15__ann14__ch13.jpg,ceiling,15,vp15/run2_2018-05-30-13-34-33.ids_3,14,13,talking_on_phone,phone,val,9058
ceiling__run1_2018-05-22-13-28-51.ids_3__vp4__ann80__ch0.jpg,ceiling,4,vp4/run1_2018-05-22-13-28-51.ids_3,80,0,interacting_with_phone,phone,train,40514
ceiling__run2b_2018-05-23-13-54-07.ids_3__vp7__ann69__ch2.jpg,ceiling,7,vp7/run2b_2018-05-23-13-54-07.ids_3,69,2,interacting_with_phone,phone,train,21882
ceiling__run1_2018-05-30-10-11-09.ids_3__vp14__ann12__ch4.jpg,ceiling,14,vp14/run1_2018-05-30-10-11-09.ids_3,12,4,talking_on_phone,phone,val,8292
ceiling__run2b_2018-05-23-13-54-07.ids_3__vp7__ann45__ch3.jpg,ceiling,7,vp7/run2b_2018-05-23-13-54-07.ids_3,45,3,talking_on_phone,phone,train,17388
ceiling__run2_2018-05-22-14-25-04.ids_3__vp4__ann81__ch1.jpg,ceiling,4,vp4/run2_2018-05-22-14-25-04.ids_3,81,1,interacting_with_phone,phone,train,37876
ceiling__run2_2018-05-24-14-35-56.ids_3__vp11__ann99__ch1.jpg,ceiling,11,vp11/run2_2018-05-24-14-35-56.ids_3,99,1,interacting_with_phone,phone,test,24558
ceiling__run2_2018-05-22-14-25-04.ids_3__vp4__ann95__ch5.jpg,ceiling,4,vp4/run2_2018-05-22-14-25-04.ids_3,95,5,talking_on_phone,phone,train,46164
ceiling__run2_2018-05-30-10-42-33.ids_3__vp14__ann37__ch6.jpg,ceiling,14,vp14/run2_2018-05-30-10-42-33.ids_3,37,6,talking_on_phone,phone,val,17572
ceiling__run2_2018-05-24-14-35-56.ids_3__vp11__ann99__ch3.jpg,ceiling,11,vp11/run2_2018-05-24-14-35-56.ids_3,99,3,interacting_with_phone,phone,test,24737
ceiling__run2_2018-05-22-14-25-04.ids_3__vp4__ann54__ch2.jpg,ceiling,4,vp4/run2_2018-05-22-14-25-04.ids_3,54,2,interacting_with_phone,phone,train,29428
ceiling__run2_2018-05-24-14-35-56.ids_3__vp11__ann56__ch9.jpg,ceiling,11,vp11/run2_2018-05-24-14-35-56.ids_3,56,9,talking_on_phone,phone,test,14808
ceiling__run1_2018-05-30-10-11-09.ids_3__vp14__ann98__ch5.jpg,ceiling,14,vp14/run1_2018-05-30-10-11-09.ids_3,98,5,interacting_with_phone,phone,val,45003
ceiling__run2_2018-05-22-14-25-04.ids_3__vp4__ann54__ch11.jpg,ceiling,4,vp4/run2_2018-05-22-14-25-04.ids_3,54,11,interacting_with_phone,phone,train,30239
ceiling__run1_2018-05-24-15-44-28.ids_3__vp12__ann87__ch2.jpg,ceiling,12,vp12/run1_2018-05-24-15-44-28.ids_3,87,2,talking_on_phone,phone,train,36245
ceiling__run1_2018-05-22-15-10-41.ids_3__vp5__ann17__ch1.jpg,ceiling,5,vp5/run1_2018-05-22-15-10-41.ids_3,17,1,interacting_with_phone,phone,test,13326
ceiling__run2_2018-05-24-17-22-26.ids_3__vp2__ann62__ch5.jpg,ceiling,2,vp2/run2_2018-05-24-17-22-26.ids_3,62,5,interacting_with_phone,phone,train,26986
ceiling__run2_2018-05-23-11-05-00.ids_3__vp6__ann74__ch9.jpg,ceiling,6,vp6/run2_2018-05-23-11-05-00.ids_3,74,9,interacting_with_phone,phone,train,33162
ceiling__run1_2018-05-23-13-16-52.ids_3__vp7__ann69__ch0.jpg,ceiling,7,vp7/run1_2018-05-23-13-16-52.ids_3,69,0,interacting_with_phone,phone,train,22212
ceiling__run1_2018-05-22-13-28-51.ids_3__vp4__ann80__ch19.jpg,ceiling,4,vp4/run1_2018-05-22-13-28-51.ids_3,80,19,interacting_with_phone,phone,train,42219
ceiling__run1_2018-05-22-15-10-41.ids_3__vp5__ann81__ch14.jpg,ceiling,5,vp5/run1_2018-05-22-15-10-41.ids_3,81,14,talking_on_phone,phone,test,33866
ceiling__run2_2018-05-24-16-21-35.ids_3__vp12__ann54__ch4.jpg,ceiling,12,vp12/run2_2018-05-24-16-21-35.ids_3,54,4,talking_on_phone,phone,train,21500
ceiling__run1_2018-05-22-13-28-51.ids_3__vp4__ann62__ch5.jpg,ceiling,4,vp4/run1_2018-05-22-13-28-51.ids_3,62,5,talking_on_phone,phone,train,35031
ceiling__run2_2018-05-30-10-42-33.ids_3__vp14__ann108__ch3.jpg,ceiling,14,vp14/run2_2018-05-30-10-42-33.ids_3,108,3,interacting_with_phone,phone,val,42116
ceiling__run1_2018-05-22-15-10-41.ids_3__vp5__ann81__ch8.jpg,ceiling,5,vp5/run1_2018-05-22-15-10-41.ids_3,81,8,talking_on_phone,phone,test,33347
ceiling__run2b_2018-05-22-15-50-07.ids_3__vp5__ann36__ch0.jpg,ceiling,5,vp5/run2b_2018-05-22-15-50-07.ids_3,36,0,interacting_with_phone,phone,test,12634
ceiling__run1_2018-05-24-13-14-41.ids_3__vp10__ann72__ch13.jpg,ceiling,10,vp10/run1_2018-05-24-13-14-41.ids_3,72,13,interacting_with_phone,phone,train,25619
ceiling__run2_2018-05-29-16-03-37.ids_3__vp3__ann33__ch4.jpg,ceiling,3,vp3/run2_2018-05-29-16-03-37.ids_3,33,4,interacting_with_phone,phone,train,16476
ceiling__run2_2018-05-30-13-34-33.ids_3__vp15__ann46__ch3.jpg,ceiling,15,vp15/run2_2018-05-30-13-34-33.ids_3,46,3,interacting_with_phone,phone,val,14834
ceiling__run1_2018-05-22-13-28-51.ids_3__vp4__ann80__ch8.jpg,ceiling,4,vp4/run1_2018-05-22-13-28-51.ids_3,80,8,interacting_with_phone,phone,train,41231
ceiling__run2_2018-05-24-16-21-35.ids_3__vp12__ann114__ch2.jpg,ceiling,12,vp12/run2_2018-05-24-16-21-35.ids_3,114,2,interacting_with_phone,phone,train,44544
ceiling__run1_2018-05-30-10-11-09.ids_3__vp14__ann98__ch12.jpg,ceiling,14,vp14/run1_2018-05-30-10-11-09.ids_3,98,12,interacting_with_phone,phone,val,45631
ceiling__run2_2018-05-30-11-34-54.ids_3__vp13__ann39__ch11.jpg,ceiling,13,vp13/run2_2018-05-30-11-34-54.ids_3,39,11,talking_on_phone,phone,test,19328
ceiling__run1b_2018-05-08-08-46-01.ids_3__vp3__ann45__ch7.jpg,ceiling,3,vp3/run1b_2018-05-08-08-46-01.ids_3,45,7,talking_on_phone,phone,train,22294
ceiling__run2_2018-05-30-10-42-33.ids_3__vp14__ann60__ch1.jpg,ceiling,14,vp14/run2_2018-05-30-10-42-33.ids_3,60,1,interacting_with_phone,phone,val,26012
ceiling__run1_2018-05-30-13-05-35.ids_3__vp15__ann41__ch0.jpg,ceiling,15,vp15/run1_2018-05-30-13-05-35.ids_3,41,0,interacting_with_phone,phone,val,13014
ceiling__run2_2018-05-30-11-34-54.ids_3__vp13__ann39__ch2.jpg,ceiling,13,vp13/run2_2018-05-30-11-34-54.ids_3,39,2,talking_on_phone,phone,test,18524
ceiling__run1_2018-05-03-14-08-31.ids_3__vp2__ann59__ch5.jpg,ceiling,2,vp2/run1_2018-05-03-14-08-31.ids_3,59,5,interacting_with_phone,phone,train,35756
ceiling__run1_2018-05-03-14-08-31.ids_3__vp2__ann66__ch0.jpg,ceiling,2,vp2/run1_2018-05-03-14-08-31.ids_3,66,0,interacting_with_phone,phone,train,38969
ceiling__run2_2018-05-23-15-30-27.ids_3__vp8__ann37__ch0.jpg,ceiling,8,vp8/run2_2018-05-23-15-30-27.ids_3,37,0,interacting_with_phone,phone,train,11769
ceiling__run2_2018-05-23-11-05-00.ids_3__vp6__ann74__ch2.jpg,ceiling,6,vp6/run2_2018-05-23-11-05-00.ids_3,74,2,interacting_with_phone,phone,train,32546
ceiling__run2_2018-05-29-14-33-44.ids_3__vp1__ann67__ch2.jpg,ceiling,1,vp1/run2_2018-05-29-14-33-44.ids_3,67,2,talking_on_phone,phone,train,27018
ceiling__run1_2018-05-22-13-28-51.ids_3__vp4__ann62__ch6.jpg,ceiling,4,vp4/run1_2018-05-22-13-28-51.ids_3,62,6,talking_on_phone,phone,train,35121
ceiling__run1_2018-05-29-15-21-10.ids_3__vp13__ann60__ch6.jpg,ceiling,13,vp13/run1_2018-05-29-15-21-10.ids_3,60,6,interacting_with_phone,phone,test,30414
ceiling__run1_2018-05-24-15-44-28.ids_3__vp12__ann24__ch4.jpg,ceiling,12,vp12/run1_2018-05-24-15-44-28.ids_3,24,4,interacting_with_phone,phone,train,13087
ceiling__run1b_2018-05-23-16-19-17.ids_3__vp9__ann101__ch2.jpg,ceiling,9,vp9/run1b_2018-05-23-16-19-17.ids_3,101,2,interacting_with_phone,phone,train,26632
ceiling__run2_2018-05-24-14-08-46.ids_3__vp10__ann115__ch4.jpg,ceiling,10,vp10/run2_2018-05-24-14-08-46.ids_3,115,4,interacting_with_phone,phone,train,38542
ceiling__run1_2018-05-22-13-28-51.ids_3__vp4__ann62__ch14.jpg,ceiling,4,vp4/run1_2018-05-22-13-28-51.ids_3,62,14,talking_on_phone,phone,train,35838
ceiling__run1_2018-05-23-10-21-45.ids_3__vp6__ann47__ch7.jpg,ceiling,6,vp6/run1_2018-05-23-10-21-45.ids_3,47,7,interacting_with_phone,phone,train,25339
ceiling__run2_2018-05-29-14-33-44.ids_3__vp1__ann92__ch7.jpg,ceiling,1,vp1/run2_2018-05-29-14-33-44.ids_3,92,7,interacting_with_phone,phone,train,40855
ceiling__run2b_2018-05-22-15-50-07.ids_3__vp5__ann35__ch1.jpg,ceiling,5,vp5/run2b_2018-05-22-15-50-07.ids_3,35,1,talking_on_phone,phone,test,11799
ceiling__run1_2018-05-23-13-16-52.ids_3__vp7__ann102__ch1.jpg,ceiling,7,vp7/run1_2018-05-23-13-16-52.ids_3,102,1,interacting_with_phone,phone,train,31993
ceiling__run1_2018-05-22-13-28-51.ids_3__vp4__ann80__ch11.jpg,ceiling,4,vp4/run1_2018-05-22-13-28-51.ids_3,80,11,interacting_with_phone,phone,train,41500
ceiling__run1d_2018-05-23-14-54-38.ids_3__vp8__ann23__ch5.jpg,ceiling,8,vp8/run1d_2018-05-23-14-54-38.ids_3,23,5,interacting_with_phone,phone,train,16193
ceiling__run2_2018-05-24-14-35-56.ids_3__vp11__ann56__ch2.jpg,ceiling,11,vp11/run2_2018-05-24-14-35-56.ids_3,56,2,talking_on_phone,phone,test,14180
ceiling__run1_2018-05-23-10-21-45.ids_3__vp6__ann47__ch1.jpg,ceiling,6,vp6/run1_2018-05-23-10-21-45.ids_3,47,1,interacting_with_phone,phone,train,24800
ceiling__run2_2018-05-24-14-08-46.ids_3__vp10__ann115__ch13.jpg,ceiling,10,vp10/run2_2018-05-24-14-08-46.ids_3,115,13,interacting_with_phone,phone,train,39355
ceiling__run2_2018-05-29-16-03-37.ids_3__vp3__ann46__ch8.jpg,ceiling,3,vp3/run2_2018-05-29-16-03-37.ids_3,46,8,talking_on_phone,phone,train,21143
ceiling__run1_2018-05-22-15-10-41.ids_3__vp5__ann17__ch5.jpg,ceiling,5,vp5/run1_2018-05-22-15-10-41.ids_3,17,5,interacting_with_phone,phone,test,13673
ceiling__run1_2018-05-24-13-44-01.ids_3__vp11__ann32__ch1.jpg,ceiling,11,vp11/run1_2018-05-24-13-44-01.ids_3,32,1,talking_on_phone,phone,test,16958
ceiling__run2_2018-05-23-15-30-27.ids_3__vp8__ann38__ch3.jpg,ceiling,8,vp8/run2_2018-05-23-15-30-27.ids_3,38,3,talking_on_phone,phone,train,12126
ceiling__run2_2018-05-29-16-03-37.ids_3__vp3__ann46__ch0.jpg,ceiling,3,vp3/run2_2018-05-29-16-03-37.ids_3,46,0,talking_on_phone,phone,train,20425
ceiling__run1_2018-05-29-15-21-10.ids_3__vp13__ann72__ch1.jpg,ceiling,13,vp13/run1_2018-05-29-15-21-10.ids_3,72,1,talking_on_phone,phone,test,32948
ceiling__run1b_2018-05-29-14-02-47.ids_3__vp1__ann90__ch0.jpg,ceiling,1,vp1/run1b_2018-05-29-14-02-47.ids_3,90,0,talking_on_phone,phone,train,25580
ceiling__run1b_2018-05-08-08-46-01.ids_3__vp3__ann34__ch7.jpg,ceiling,3,vp3/run1b_2018-05-08-08-46-01.ids_3,34,7,interacting_with_phone,phone,train,19208
ceiling__run2b_2018-05-22-15-50-07.ids_3__vp5__ann35__ch9.jpg,ceiling,5,vp5/run2b_2018-05-22-15-50-07.ids_3,35,9,talking_on_phone,phone,test,12518
ceiling__run1_2018-05-30-10-11-09.ids_3__vp14__ann12__ch6.jpg,ceiling,14,vp14/run1_2018-05-30-10-11-09.ids_3,12,6,talking_on_phone,phone,val,8473
ceiling__run1_2018-05-24-13-44-01.ids_3__vp11__ann32__ch10.jpg,ceiling,11,vp11/run1_2018-05-24-13-44-01.ids_3,32,10,talking_on_phone,phone,test,17766
ceiling__run1_2018-05-29-15-21-10.ids_3__vp13__ann72__ch10.jpg,ceiling,13,vp13/run1_2018-05-29-15-21-10.ids_3,72,10,talking_on_phone,phone,test,33757
ceiling__run2_2018-05-30-10-42-33.ids_3__vp14__ann37__ch3.jpg,ceiling,14,vp14/run2_2018-05-30-10-42-33.ids_3,37,3,talking_on_phone,phone,val,17301
ceiling__run2_2018-05-29-14-33-44.ids_3__vp1__ann68__ch0.jpg,ceiling,1,vp1/run2_2018-05-29-14-33-44.ids_3,68,0,interacting_with_phone,phone,train,28365
ceiling__run1b_2018-05-08-08-46-01.ids_3__vp3__ann45__ch3.jpg,ceiling,3,vp3/run1b_2018-05-08-08-46-01.ids_3,45,3,talking_on_phone,phone,train,21933
ceiling__run2_2018-05-30-10-42-33.ids_3__vp14__ann108__ch6.jpg,ceiling,14,vp14/run2_2018-05-30-10-42-33.ids_3,108,6,interacting_with_phone,phone,val,42387
ceiling__run1_2018-05-30-10-11-09.ids_3__vp14__ann98__ch3.jpg,ceiling,14,vp14/run1_2018-05-30-10-11-09.ids_3,98,3,interacting_with_phone,phone,val,44823
ceiling__run2_2018-05-30-13-34-33.ids_3__vp15__ann44__ch1.jpg,ceiling,15,vp15/run2_2018-05-30-13-34-33.ids_3,44,1,interacting_with_phone,phone,val,14096
ceiling__run2_2018-05-30-11-34-54.ids_3__vp13__ann33__ch0.jpg,ceiling,13,vp13/run2_2018-05-30-11-34-54.ids_3,33,0,interacting_with_phone,phone,test,15887
ceiling__run1d_2018-05-23-14-54-38.ids_3__vp8__ann31__ch4.jpg,ceiling,8,vp8/run1d_2018-05-23-14-54-38.ids_3,31,4,talking_on_phone,phone,train,19376
ceiling__run1_2018-05-30-13-05-35.ids_3__vp15__ann43__ch3.jpg,ceiling,15,vp15/run1_2018-05-30-13-05-35.ids_3,43,3,interacting_with_phone,phone,val,13388
ceiling__run1_2018-05-23-13-16-52.ids_3__vp7__ann102__ch0.jpg,ceiling,7,vp7/run1_2018-05-23-13-16-52.ids_3,102,0,interacting_with_phone,phone,train,31942
ceiling__run2_2018-05-30-10-42-33.ids_3__vp14__ann37__ch8.jpg,ceiling,14,vp14/run2_2018-05-30-10-42-33.ids_3,37,8,talking_on_phone,phone,val,17752
ceiling__run1b_2018-05-08-08-46-01.ids_3__vp3__ann34__ch8.jpg,ceiling,3,vp3/run1b_2018-05-08-08-46-01.ids_3,34,8,interacting_with_phone,phone,train,19279
ceiling__run2_2018-05-24-14-35-56.ids_3__vp11__ann56__ch3.jpg,ceiling,11,vp11/run2_2018-05-24-14-35-56.ids_3,56,3,talking_on_phone,phone,test,14269
ceiling__run2_2018-05-29-14-33-44.ids_3__vp1__ann67__ch11.jpg,ceiling,1,vp1/run2_2018-05-29-14-33-44.ids_3,67,11,talking_on_phone,phone,train,27832
ceiling__run1_2018-05-24-13-44-01.ids_3__vp11__ann103__ch5.jpg,ceiling,11,vp11/run1_2018-05-24-13-44-01.ids_3,103,5,interacting_with_phone,phone,test,35008
ceiling__run1_2018-05-30-10-11-09.ids_3__vp14__ann12__ch10.jpg,ceiling,14,vp14/run1_2018-05-30-10-11-09.ids_3,12,10,talking_on_phone,phone,val,8835
ceiling__run1_2018-05-23-13-16-52.ids_3__vp7__ann69__ch1.jpg,ceiling,7,vp7/run1_2018-05-23-13-16-52.ids_3,69,1,interacting_with_phone,phone,train,22300
ceiling__run2_2018-05-30-10-42-33.ids_3__vp14__ann37__ch9.jpg,ceiling,14,vp14/run2_2018-05-30-10-42-33.ids_3,37,9,talking_on_phone,phone,val,17841
ceiling__run2_2018-05-24-14-08-46.ids_3__vp10__ann19__ch5.jpg,ceiling,10,vp10/run2_2018-05-24-14-08-46.ids_3,19,5,interacting_with_phone,phone,train,9841
ceiling__run1b_2018-05-29-14-02-47.ids_3__vp1__ann90__ch3.jpg,ceiling,1,vp1/run1b_2018-05-29-14-02-47.ids_3,90,3,talking_on_phone,phone,train,25832
ceiling__run1b_2018-05-08-08-46-01.ids_3__vp3__ann34__ch6.jpg,ceiling,3,vp3/run1b_2018-05-08-08-46-01.ids_3,34,6,interacting_with_phone,phone,train,19117
ceiling__run1_2018-05-30-10-11-09.ids_3__vp14__ann98__ch10.jpg,ceiling,14,vp14/run1_2018-05-30-10-11-09.ids_3,98,10,interacting_with_phone,phone,val,45450
ceiling__run1b_2018-05-23-16-19-17.ids_3__vp9__ann101__ch18.jpg,ceiling,9,vp9/run1b_2018-05-23-16-19-17.ids_3,101,18,interacting_with_phone,phone,train,28068
ceiling__run2_2018-05-22-14-25-04.ids_3__vp4__ann79__ch0.jpg,ceiling,4,vp4/run2_2018-05-22-14-25-04.ids_3,79,0,interacting_with_phone,phone,train,36972
ceiling__run1_2018-05-24-13-14-41.ids_3__vp10__ann72__ch0.jpg,ceiling,10,vp10/run1_2018-05-24-13-14-41.ids_3,72,0,interacting_with_phone,phone,train,24474
ceiling__run1_2018-05-24-13-44-01.ids_3__vp11__ann32__ch3.jpg,ceiling,11,vp11/run1_2018-05-24-13-44-01.ids_3,32,3,talking_on_phone,phone,test,17137
ceiling__run1_2018-05-03-14-08-31.ids_3__vp2__ann26__ch1.jpg,ceiling,2,vp2/run1_2018-05-03-14-08-31.ids_3,26,1,interacting_with_phone,phone,train,16210
ceiling__run1b_2018-05-08-08-46-01.ids_3__vp3__ann34__ch1.jpg,ceiling,3,vp3/run1b_2018-05-08-08-46-01.ids_3,34,1,interacting_with_phone,phone,train,18666
ceiling__run1_2018-05-23-10-21-45.ids_3__vp6__ann95__ch1.jpg,ceiling,6,vp6/run1_2018-05-23-10-21-45.ids_3,95,1,talking_on_phone,phone,train,47504
ceiling__run1_2018-05-29-15-21-10.ids_3__vp13__ann60__ch9.jpg,ceiling,13,vp13/run1_2018-05-29-15-21-10.ids_3,60,9,interacting_with_phone,phone,test,30684
ceiling__run2_2018-05-30-10-42-33.ids_3__vp14__ann60__ch3.jpg,ceiling,14,vp14/run2_2018-05-30-10-42-33.ids_3,60,3,interacting_with_phone,phone,val,26189
ceiling__run1_2018-05-24-13-44-01.ids_3__vp11__ann32__ch4.jpg,ceiling,11,vp11/run1_2018-05-24-13-44-01.ids_3,32,4,talking_on_phone,phone,test,17226
ceiling__run1_2018-05-24-13-44-01.ids_3__vp11__ann31__ch0.jpg,ceiling,11,vp11/run1_2018-05-24-13-44-01.ids_3,31,0,interacting_with_phone,phone,test,16111
ceiling__run2_2018-05-22-14-25-04.ids_3__vp4__ann96__ch2.jpg,ceiling,4,vp4/run2_2018-05-22-14-25-04.ids_3,96,2,interacting_with_phone,phone,train,46489
ceiling__run1_2018-05-22-13-28-51.ids_3__vp4__ann61__ch0.jpg,ceiling,4,vp4/run1_2018-05-22-13-28-51.ids_3,61,0,interacting_with_phone,phone,train,34479
ceiling__run2_2018-05-24-14-08-46.ids_3__vp10__ann19__ch3.jpg,ceiling,10,vp10/run2_2018-05-24-14-08-46.ids_3,19,3,interacting_with_phone,phone,train,9661
ceiling__run2_2018-05-22-14-25-04.ids_3__vp4__ann54__ch10.jpg,ceiling,4,vp4/run2_2018-05-22-14-25-04.ids_3,54,10,interacting_with_phone,phone,train,30150
ceiling__run1_2018-05-30-10-11-09.ids_3__vp14__ann9__ch1.jpg,ceiling,14,vp14/run1_2018-05-30-10-11-09.ids_3,9,1,interacting_with_phone,phone,val,7438
ceiling__run1_2018-05-30-10-11-09.ids_3__vp14__ann12__ch11.jpg,ceiling,14,vp14/run1_2018-05-30-10-11-09.ids_3,12,11,talking_on_phone,phone,val,8925
ceiling__run1b_2018-05-23-16-19-17.ids_3__vp9__ann101__ch17.jpg,ceiling,9,vp9/run1b_2018-05-23-16-19-17.ids_3,101,17,interacting_with_phone,phone,train,27979
ceiling__run1_2018-05-24-13-44-01.ids_3__vp11__ann31__ch7.jpg,ceiling,11,vp11/run1_2018-05-24-13-44-01.ids_3,31,7,interacting_with_phone,phone,test,16740
ceiling__run2_2018-05-30-13-34-33.ids_3__vp15__ann14__ch5.jpg,ceiling,15,vp15/run2_2018-05-30-13-34-33.ids_3,14,5,talking_on_phone,phone,val,8338
ceiling__run1_2018-05-30-10-11-09.ids_3__vp14__ann71__ch0.jpg,ceiling,14,vp14/run1_2018-05-30-10-11-09.ids_3,71,0,interacting_with_phone,phone,val,26428
ceiling__run2_2018-05-22-14-25-04.ids_3__vp4__ann96__ch0.jpg,ceiling,4,vp4/run2_2018-05-22-14-25-04.ids_3,96,0,interacting_with_phone,phone,train,46307
ceiling__run1_2018-05-23-13-16-52.ids_3__vp7__ann69__ch3.jpg,ceiling,7,vp7/run1_2018-05-23-13-16-52.ids_3,69,3,interacting_with_phone,phone,train,22481
ceiling__run1d_2018-05-23-14-54-38.ids_3__vp8__ann31__ch3.jpg,ceiling,8,vp8/run1d_2018-05-23-14-54-38.ids_3,31,3,talking_on_phone,phone,train,19287
ceiling__run1_2018-05-03-14-08-31.ids_3__vp2__ann27__ch1.jpg,ceiling,2,vp2/run1_2018-05-03-14-08-31.ids_3,27,1,talking_on_phone,phone,train,17553
ceiling__run1_2018-05-03-14-08-31.ids_3__vp2__ann21__ch2.jpg,ceiling,2,vp2/run1_2018-05-03-14-08-31.ids_3,21,2,interacting_with_phone,phone,train,15467
ceiling__run2_2018-05-23-11-05-00.ids_3__vp6__ann74__ch6.jpg,ceiling,6,vp6/run2_2018-05-23-11-05-00.ids_3,74,6,interacting_with_phone,phone,train,32906
ceiling__run2_2018-05-24-14-08-46.ids_3__vp10__ann115__ch11.jpg,ceiling,10,vp10/run2_2018-05-24-14-08-46.ids_3,115,11,interacting_with_phone,phone,train,39173
ceiling__run1b_2018-05-29-14-02-47.ids_3__vp1__ann20__ch2.jpg,ceiling,1,vp1/run1b_2018-05-29-14-02-47.ids_3,20,2,interacting_with_phone,phone,train,8296
ceiling__run1_2018-05-23-13-16-52.ids_3__vp7__ann36__ch1.jpg,ceiling,7,vp7/run1_2018-05-23-13-16-52.ids_3,36,1,interacting_with_phone,phone,train,14581
ceiling__run2_2018-05-24-14-35-56.ids_3__vp11__ann56__ch0.jpg,ceiling,11,vp11/run2_2018-05-24-14-35-56.ids_3,56,0,talking_on_phone,phone,test,14000
ceiling__run2_2018-05-22-14-25-04.ids_3__vp4__ann54__ch13.jpg,ceiling,4,vp4/run2_2018-05-22-14-25-04.ids_3,54,13,interacting_with_phone,phone,train,30418
ceiling__run1_2018-05-23-13-16-52.ids_3__vp7__ann110__ch1.jpg,ceiling,7,vp7/run1_2018-05-23-13-16-52.ids_3,110,1,talking_on_phone,phone,train,33390
ceiling__run2_2018-05-30-11-34-54.ids_3__vp13__ann33__ch2.jpg,ceiling,13,vp13/run2_2018-05-30-11-34-54.ids_3,33,2,interacting_with_phone,phone,test,16070
ceiling__run2_2018-05-30-13-34-33.ids_3__vp15__ann14__ch9.jpg,ceiling,15,vp15/run2_2018-05-30-13-34-33.ids_3,14,9,talking_on_phone,phone,val,8699
ceiling__run2_2018-05-29-16-03-37.ids_3__vp3__ann45__ch0.jpg,ceiling,3,vp3/run2_2018-05-29-16-03-37.ids_3,45,0,interacting_with_phone,phone,train,20350
ceiling__run1_2018-05-03-14-08-31.ids_3__vp2__ann27__ch4.jpg,ceiling,2,vp2/run1_2018-05-03-14-08-31.ids_3,27,4,talking_on_phone,phone,train,17823
ceiling__run1b_2018-05-23-16-19-17.ids_3__vp9__ann101__ch1.jpg,ceiling,9,vp9/run1b_2018-05-23-16-19-17.ids_3,101,1,interacting_with_phone,phone,train,26541
ceiling__run2_2018-05-24-14-08-46.ids_3__vp10__ann115__ch1.jpg,ceiling,10,vp10/run2_2018-05-24-14-08-46.ids_3,115,1,interacting_with_phone,phone,train,38273
ceiling__run2_2018-05-23-15-30-27.ids_3__vp8__ann119__ch2.jpg,ceiling,8,vp8/run2_2018-05-23-15-30-27.ids_3,119,2,interacting_with_phone,phone,train,36493
ceiling__run2_2018-05-30-11-34-54.ids_3__vp13__ann39__ch8.jpg,ceiling,13,vp13/run2_2018-05-30-11-34-54.ids_3,39,8,talking_on_phone,phone,test,19059
ceiling__run2_2018-05-30-10-42-33.ids_3__vp14__ann31__ch2.jpg,ceiling,14,vp14/run2_2018-05-30-10-42-33.ids_3,31,2,interacting_with_phone,phone,val,16437
inner_mirror__run2_2018-05-30-11-34-54.ids_1__vp13__ann48__ch9.jpg,inner_mirror,13,vp13/run2_2018-05-30-11-34-54.ids_1,48,9,eating,drink,test,22118
inner_mirror__run1_2018-05-22-15-10-41.ids_1__vp5__ann121__ch1.jpg,inner_mirror,5,vp5/run1_2018-05-22-15-10-41.ids_1,121,1,eating,drink,test,44847
inner_mirror__run1b_2018-05-29-14-02-47.ids_1__vp1__ann39__ch0.jpg,inner_mirror,1,vp1/run1b_2018-05-29-14-02-47.ids_1,39,0,closing_bottle,drink,train,12659
